customer_id,churn
15782993,0
15640442,0
15606003,1
15672374,1
15630725,0
15812338,0
15622470,0
15690021,0
15777855,1
15577985,0
15619340,0
15683522,0
15594556,0
15708534,1
15733872,0
15572767,0
15594409,0
15573309,0
15595592,0
15604588,0
15749345,0
15792668,0
15654878,0
15664668,1
15598744,0
15625904,0
15697311,1
15681081,1
15644796,0
15617877,0
15709396,0
15767432,1
15703979,0
15570060,0
15579074,1
15590199,0
15772337,0
15787151,0
15794356,1
15752626,1
15659736,0
15795166,1
15569526,0
15576162,0
15592937,1
15812920,0
15744517,0
15618171,0
15611961,0
15703354,0
15590966,0
15700353,0
15615931,0
15807120,0
15714087,0
15646513,0
15726490,0
15572428,0
15607753,0
15736397,0
15690731,1
15612505,0
15628824,1
15780056,1
15814405,0
15691792,0
15641582,1
15773273,0
15619360,0
15613097,0
15774151,0
15815095,0
15566543,1
15613816,0
15699830,1
15643426,0
15718242,0
15595447,0
15612092,0
15662243,0
15682600,0
15803032,0
15769783,1
15769522,0
15779973,0
15681550,0
15680112,0
15715078,1
15723153,1
15605965,0
15644103,1
15694237,0
15757015,1
15600399,0
15765650,1
15642821,0
15600813,0
15782089,0
15765415,0
15806049,0
15684921,1
15614929,0
15668853,0
15812918,0
15696834,0
15565714,1
15594450,0
15788536,0
15598088,0
15749114,1
15794236,0
15766667,0
15786418,0
15716328,0
15776156,0
15622834,0
15668893,1
15677382,1
15680970,0
15702277,1
15640258,0
15677550,1
15613945,1
15640377,0
15750867,0
15734085,1
15727915,0
15767908,1
15608804,0
15724944,0
15668818,1
15629390,1
15606232,0
15808228,0
15749693,1
15656901,0
15796764,1
15814750,0
15605020,0
15698117,0
15698510,0
15698349,0
15748995,0
15753549,0
15723717,0
15766355,0
15665008,0
15662976,0
15604813,0
15621140,0
15783659,1
15747345,0
15682563,0
15798200,0
15788151,0
15805884,0
15783477,0
15607065,0
15735358,1
15611088,0
15584749,0
15751158,0
15808784,0
15798398,0
15762762,0
15720713,0
15800961,0
15617320,0
15678427,0
15597949,0
15579777,0
15753370,0
15737506,0
15648075,0
15679145,0
15664543,0
15578878,1
15801821,1
15649744,0
15625905,0
15769516,0
15772798,0
15571973,0
15715796,0
15790782,0
15606274,0
15622774,0
15754053,0
15806570,0
15789379,0
15697000,0
15721835,1
15762984,0
15787693,0
15571281,0
15700511,0
15620577,0
15589230,0
15781409,1
15757952,0
15648638,0
15778025,0
15807595,0
15791674,0
15772604,0
15721377,0
15804937,0
15695356,0
15575679,1
15572291,0
15714920,0
15756475,0
15621432,0
15761775,1
15680998,0
15696047,0
15731829,0
15595991,0
15723658,0
15664504,0
15603794,1
15666032,0
15718531,0
15614847,0
15773283,0
15682868,1
15699524,1
15651450,0
15594827,1
15697095,1
15700696,0
15641359,0
15601627,0
15624423,0
15800268,0
15570932,0
15780432,0
15655082,0
15808960,0
15777315,0
15607827,1
15661275,1
15601012,0
15729489,0
15685500,0
15576676,0
15694628,0
15697283,1
15603328,1
15601026,0
15792107,0
15727408,0
15662397,0
15755798,0
15777772,0
15811261,0
15712813,0
15700366,0
15740458,1
15640917,0
15802274,0
15718843,0
15782096,1
15792176,1
15790846,0
15745623,0
15771636,0
15730590,1
15689237,1
15731166,0
15732020,0
15653147,0
15654959,0
15579334,0
15783007,0
15709459,0
15619857,0
15732884,0
15758750,1
15720745,1
15666823,0
15650424,0
15734365,0
15789874,0
15629078,1
15584452,1
15692106,0
15750803,0
15792818,0
15666200,0
15615322,0
15603582,0
15728823,1
15631305,0
15632551,0
15694376,0
15603221,1
15579287,0
15592230,0
15624695,1
15783615,0
15635256,0
15593976,0
15598695,0
15701037,0
15778489,1
15676519,0
15641850,1
15809830,0
15706394,0
15771540,0
15656148,0
15602124,0
15791172,0
15767488,0
15764537,0
15720637,0
15665378,0
15633818,1
15683416,0
15759038,0
15611287,0
15613471,0
15605264,0
15732437,0
15808044,0
15698442,1
15576714,0
15662189,0
15599131,0
15570859,0
15634310,1
15611058,0
15705301,1
15775949,0
15585455,1
15601787,0
15797246,0
15659149,1
15750407,0
15708265,1
15679651,0
15585595,0
15766172,0
15682890,0
15703820,0
15716800,0
15790448,0
15663826,0
15571869,0
15618245,0
15674637,0
15792250,0
15600027,0
15784092,0
15700946,0
15806918,0
15715744,0
15748116,1
15590078,1
15583849,0
15806284,0
15733768,0
15807194,1
15674880,0
15734491,0
15686611,0
15691875,0
15697801,0
15588918,0
15684484,0
15694890,1
15590810,0
15793042,0
15684669,0
15680405,0
15735688,0
15684861,0
15693683,1
15690898,0
15730150,1
15723105,1
15810485,0
15801942,1
15732448,0
15571958,0
15606552,0
15586699,1
15691703,0
15737782,0
15686917,0
15812071,0
15734005,1
15749093,0
15710543,1
15600708,0
15576185,0
15709523,0
15610379,1
15602551,0
15664793,0
15673837,0
15622003,0
15801411,1
15669606,0
15630413,0
15697574,0
15571917,0
15616630,0
15745375,1
15729110,0
15699257,0
15800482,0
15567834,0
15653455,0
15653275,1
15692226,0
15812356,0
15579112,0
15716357,0
15807163,0
15611579,0
15594902,0
15726791,0
15808662,0
15777639,1
15660809,1
15789865,1
15654341,1
15625675,1
15570931,1
15635776,0
15664555,0
15616471,0
15655229,0
15701175,0
15762392,0
15737385,1
15607577,1
15665087,0
15570857,0
15709136,1
15798964,0
15607509,0
15640454,1
15726167,0
15775886,1
15774847,0
15794874,1
15657809,0
15687001,0
15770539,0
15689344,0
15616676,0
15700325,0
15679693,0
15674840,1
15797595,0
15586870,0
15642063,0
15746970,0
15662426,0
15749300,0
15707567,0
15782475,0
15737741,0
15627801,0
15754177,0
15679024,0
15606472,0
15735330,0
15675964,0
15811762,0
15743076,0
15616029,0
15679283,0
15630910,0
15792916,0
15593331,1
15784010,0
15751177,1
15764448,0
15653762,0
15809772,0
15624397,0
15587394,0
15672594,1
15764405,0
15727041,0
15771668,1
15749964,0
15773520,1
15644297,0
15804864,0
15813067,0
15786852,0
15679410,0
15693732,0
15720083,0
15700714,0
15601324,0
15757759,1
15598266,0
15670738,0
15743538,0
15574122,1
15756118,1
15608701,1
15745399,0
15793324,0
15786035,1
15594305,1
15757916,1
15799350,0
15773973,0
15622192,1
15610271,0
15777599,1
15717065,0
15708916,0
15726556,0
15794345,1
15806922,0
15729412,0
